Date,Open,High,Low,Close,Volume
16-03-2012,83.531425,84.171425,82.571426,83.652855,206371900
19-03-2012,85.48143,85.96714,84.150002,85.871429,225309000
20-03-2012,85.644287,86.699997,84.497147,86.565712,204165500
21-03-2012,86.105713,87.092857,85.915718,86.071426,161010500
22-03-2012,85.397141,86.35714,85.075714,85.620003,155967700
23-03-2012,85.784286,85.971428,84.914284,85.150002,107622200
26-03-2012,85.684288,86.735718,85.03714,86.711426,148935500
27-03-2012,86.597145,88.040001,86.580002,87.78286,151782400
28-03-2012,88.339996,88.778572,87.187141,88.23143,163865100
29-03-2012,87.540001,88.080002,86.747147,87.122856,152059600
30-03-2012,86.96714,87.222855,85.419998,85.650002,182759500
02-04-2012,85.975716,88.395714,85.76857,88.375717,149587900
03-04-2012,89.614288,90.315712,88.93,89.902855,208639900
04-04-2012,89.192856,89.408569,88.14286,89.187141,143245200
05-04-2012,89.568573,90.665718,89.057144,90.525711,160324500
09-04-2012,89.447144,91.405716,89.328575,90.889999,149384200
10-04-2012,91.418571,92,89.428574,89.777145,222431300
11-04-2012,90.885712,90.98143,89.048569,89.457146,174153700
12-04-2012,89.285713,90.190002,88.64286,88.96714,153584200
13-04-2012,89.158569,89.242859,86.215714,86.461426,214911200
16-04-2012,87.151428,87.182854,82.60714,82.875717,262696700
17-04-2012,82.705711,87.14286,81.701431,87.099998,256382000
18-04-2012,87.674286,88.60714,86.101425,86.905716,238632800
19-04-2012,85.745712,86.389999,83.502853,83.919998,208679800
20-04-2012,84.482857,84.945717,81.488571,81.854286,257746300
23-04-2012,81.515717,82.381432,79.517143,81.671425,241632300
24-04-2012,80.372856,81.098572,79.285713,80.040001,269037300
25-04-2012,87.94857,88.285713,86.571426,87.14286,226444400
26-04-2012,87.752853,87.812859,86.01857,86.814285,134017100
27-04-2012,86.438568,86.597145,85.785713,86.14286,101680600
30-04-2012,85.400002,85.485718,83.285713,83.425713,126536200
01-05-2012,83.557144,85.251427,83.03286,83.16143,152749800
02-05-2012,82.891426,83.914284,82.694283,83.711426,106847300
03-05-2012,84.35714,84.485718,82.900002,83.117142,97637400
04-05-2012,82.440002,82.622856,80.738571,80.75,132498100
07-05-2012,80.214287,81.824287,80.175713,81.354286,115029600
08-05-2012,81.368568,81.64286,79.818573,81.168571,124313000
09-05-2012,80.528572,81.997147,80.121429,81.311432,120176000
10-05-2012,82.082855,82.26857,81.205711,81.502853,83300000
11-05-2012,80.714287,82.067146,80.621429,80.958572,99886500
14-05-2012,80.367142,81.072861,79.657143,79.745712,88156600
15-05-2012,80.207146,80.459999,78.821426,79.024284,119084000
16-05-2012,79.150002,79.555717,77.291428,78.011429,140224000
17-05-2012,77.901428,78.214287,75.73143,75.73143,179305000
18-05-2012,76.279999,77.629997,74.597145,75.76857,183073100
21-05-2012,76.35714,80.220001,76.292854,80.182854,157776500
22-05-2012,81.364288,81.982857,78.940002,79.567146,173717600
23-05-2012,79.64286,81.828575,79.03286,81.508568,146224400
24-05-2012,82.267143,82.35714,80.175713,80.760002,124057500
25-05-2012,80.655716,80.835716,79.781425,80.327141,82126800
29-05-2012,81.557144,82,80.758568,81.752853,95127200
30-05-2012,81.314285,82.855713,80.937141,82.738571,132357400
31-05-2012,82.96286,83.071426,81.637146,82.53286,122918600
01-06-2012,81.308571,81.807144,80.074287,80.141426,130246900
04-06-2012,80.214287,81.071426,78.35714,80.612854,139248900
05-06-2012,80.181427,80.924286,79.761429,80.404289,97053600
06-06-2012,81.110001,81.978569,80.785713,81.637146,100363900
07-06-2012,82.470001,82.474289,81.5,81.674286,94941700
08-06-2012,81.657143,82.940002,81.285713,82.902855,86879100
11-06-2012,83.959999,84.071426,81.51857,81.595711,147816200
12-06-2012,82.065712,82.374283,80.957146,82.308571,108845100
13-06-2012,82.074287,82.639999,81.482857,81.737144,73395000
14-06-2012,81.605713,81.928574,81.03714,81.647141,86393300
15-06-2012,81.571426,82.08857,81.364288,82.01857,83813800
18-06-2012,81.565712,83.984283,81.48143,83.682854,110103000
19-06-2012,83.342857,84.285713,83.300003,83.915718,90351100
20-06-2012,84.029999,84.178574,82.971428,83.677139,89735800
21-06-2012,83.634285,84.031425,82.491432,82.524284,81587800
22-06-2012,82.720001,83.169998,82.202858,83.157143,71117900
25-06-2012,82.471428,82.828575,81.48143,81.538574,76095600
26-06-2012,81.618568,82.07,81.047142,81.718575,69134100
27-06-2012,82.14286,82.391426,81.702858,82.071426,50749300
28-06-2012,81.667145,82,80.80143,81.292854,70709100
29-06-2012,82.571426,83.428574,82.035713,83.428574,105375200
02-07-2012,83.53286,84.781425,83.371429,84.645714,100023000
03-07-2012,84.982857,85.714287,84.85714,85.629997,60428200
05-07-2012,85.794289,87.762856,85.664284,87.134285,121095800
06-07-2012,86.727142,86.919998,85.940002,86.554283,104732600
09-07-2012,86.471428,87.699997,86.30143,87.69857,94851400
10-07-2012,88.281425,88.552856,86.472855,86.887146,127989400
11-07-2012,86.58857,86.808571,85.317146,86.347145,117330500
12-07-2012,85.748573,86.209999,84.668571,85.557144,107010400
13-07-2012,86.135712,86.741432,85.714287,86.424286,77856800
16-07-2012,86.445717,87.374283,86.431427,86.701431,75315100
17-07-2012,87.255714,87.35714,86.164284,86.705711,73406200
18-07-2012,86.655716,86.905716,86.222855,86.608574,63175000
19-07-2012,87.325714,87.907143,86.571426,87.760002,109215400
20-07-2012,87.575714,87.777145,86.242859,86.328575,99367800
23-07-2012,84.914284,86.557144,83.958572,86.261429,121993900
24-07-2012,86.76857,87.097145,85.501427,85.845711,141283100
25-07-2012,82.065712,82.971428,81.428574,82.138573,219328200
26-07-2012,82.822861,82.914284,81.480003,82.125717,101658200
27-07-2012,82.144287,83.690002,81.655716,83.594284,100984100
30-07-2012,84.417145,85.634285,83.974289,85.004288,94785600
31-07-2012,86.175713,87.385712,86.102859,87.251427,115581900
01-08-2012,87.987144,88.057144,86.14286,86.687141,96125400
02-08-2012,86.120003,87.241432,85.75,86.827141,83039600
03-08-2012,87.66143,88.28286,87.365715,87.957146,86230200
06-08-2012,88.184288,89.267143,87.894287,88.935715,75525800
07-08-2012,88.96714,89.285713,88.291428,88.701431,72611700
08-08-2012,88.484283,89.125717,88.157143,88.55143,61176500
09-08-2012,88.264282,88.818573,88.257141,88.675713,55410600
10-08-2012,88.387146,88.822861,88.385712,88.814285,48734700
13-08-2012,89.055717,90,89.035713,90,69708100
14-08-2012,90.267143,91.230003,90.029999,90.241432,85042300
15-08-2012,90.185715,90.571426,89.678574,90.118568,64335600
16-08-2012,90.172859,90.965714,90.071426,90.905716,63633500
17-08-2012,91.428574,92.598572,91.258568,92.587143,110690300
20-08-2012,92.858574,95.021431,92.842857,95.021431,153346200
21-08-2012,95.831429,96.41143,92.904289,93.722855,203179900
22-08-2012,93.488571,95.571426,92.587143,95.552856,141330700
23-08-2012,95.158569,95.699997,94.449997,94.66143,105032200
24-08-2012,94.215714,95.639999,93.650002,94.745712,109335100
27-08-2012,97.141426,97.267143,96.220001,96.525711,106752100
28-08-2012,96.425713,96.585716,95.809998,96.400002,66854200
29-08-2012,96.464287,96.809998,96.085716,96.209999,50701700
30-08-2012,95.805717,95.935715,94.692856,94.83857,75674900
31-08-2012,95.321426,95.514282,93.89286,95.034286,84580300
04-09-2012,95.108574,96.44857,94.928574,96.424286,91973000
05-09-2012,96.510002,96.621429,95.657143,95.747147,84093800
06-09-2012,96.167145,96.898575,95.828575,96.610001,97799100
07-09-2012,96.864288,97.497147,96.538574,97.205711,82416600
10-09-2012,97.207146,97.612854,94.585716,94.677139,121999500
11-09-2012,95.015717,95.728569,93.785713,94.370003,125995800
12-09-2012,95.264282,95.699997,93.714287,95.684288,178058300
13-09-2012,96.767143,97.928574,96.395714,97.568573,149590000
14-09-2012,98.565712,99.568573,98.269997,98.754288,150118500
17-09-2012,99.907143,99.971428,99.230003,99.968575,99507800
18-09-2012,99.982857,100.332855,99.488571,100.272858,93375800
19-09-2012,100.03714,100.57,99.938568,100.300003,81718700
20-09-2012,99.879997,100.008568,99.08857,99.814285,84142100
21-09-2012,100.344284,100.724289,99.908569,100.012856,142897300
24-09-2012,98.122856,99.302856,97.571426,98.684288,159941600
25-09-2012,98.322861,98.968575,96.14286,96.220001,129697400
26-09-2012,95.534286,96.098572,94.457146,95.025711,144125800
27-09-2012,94.898575,97.452858,94.335716,97.331429,148522500
28-09-2012,96.964287,97.30143,95.25,95.300003,133777700
01-10-2012,95.879997,96.678574,93.785713,94.19857,135898700
02-10-2012,94.544289,95.192856,92.949997,94.472855,156998100
03-10-2012,94.980003,95.980003,94.66143,95.921425,106070300
04-10-2012,95.89286,96.321426,95.078575,95.257141,92681400
05-10-2012,95.028572,95.14286,93.040001,93.227142,148501500
08-10-2012,92.41143,92.508568,90.872856,91.167145,159498500
09-10-2012,91.235718,91.498573,89.078575,90.835716,209649300
10-10-2012,91.391426,92.139999,91,91.558571,127589000
11-10-2012,92.35714,92.457146,89.728569,89.728569,136520300
12-10-2012,89.937141,90.76857,89.328575,89.958572,115003700
15-10-2012,90.335716,90.732857,89.121429,90.68,108125500
16-10-2012,90.767143,92.900002,90.14286,92.827141,137442900
17-10-2012,92.695717,93.255714,92,92.087143,97259400
18-10-2012,91.370003,91.722855,90,90.377144,119156100
19-10-2012,90.150002,90.252853,87.08857,87.120003,186021500
22-10-2012,87.488571,90.76857,87.251427,90.575714,136682700
23-10-2012,90.14286,90.557144,87.385712,87.622856,176786400
24-10-2012,88.777145,89.507141,87.234283,88.118568,139631800
25-10-2012,88.571426,88.85714,86.507141,87.077141,164081400
26-10-2012,87.061432,87.714287,84.428574,86.285713,254608200
31-10-2012,84.982857,85.994286,83.957146,85.045715,127500800
01-11-2012,85.459999,86.14286,84.881432,85.220001,90324500
02-11-2012,85.127144,85.278572,82.10714,82.400002,149843400
05-11-2012,83.360001,83.96714,82.514282,83.517143,132283900
06-11-2012,84.318573,84.391426,82.870003,83.264282,93729300
07-11-2012,81.977142,82.077141,79.39286,79.714287,198412200
08-11-2012,80.089996,80.318573,76.470001,76.821426,264036500
09-11-2012,77.202858,79.26857,76.245712,78.151428,232478400
12-11-2012,79.164284,79.214287,76.949997,77.547142,128950500
13-11-2012,76.987144,78.639999,76.622856,77.557144,133237300
14-11-2012,77.928574,78.207146,76.597145,76.697144,119292600
15-11-2012,76.790001,77.071426,74.660004,75.08857,197477700
16-11-2012,75.028572,75.714287,72.25,75.382858,316723400
19-11-2012,77.244286,81.071426,77.125717,80.818573,205829400
20-11-2012,81.701431,81.707146,79.225716,80.129997,160688500
21-11-2012,80.60714,81.052856,79.514282,80.242859,93250500
23-11-2012,81.024284,81.714287,80.371429,81.64286,68206600
26-11-2012,82.271431,84.285713,81.958572,84.218575,157644900
27-11-2012,84.221428,84.345711,82.871429,83.540001,133332500
28-11-2012,82.46714,83.685715,81.751427,83.277145,130216100
29-11-2012,84.317146,84.89286,83.60714,84.194283,128674700
30-11-2012,83.827141,84.057144,83.239998,83.611427,97829900
03-12-2012,84.807144,84.941429,83.64286,83.741432,91070000
04-12-2012,83.114288,83.114288,81.732857,82.264282,139267100
05-12-2012,81.272858,81.321426,76.96714,76.970001,261159500
06-12-2012,75.562859,79.044289,74.089996,78.177139,294303100
07-12-2012,79.057144,79.314285,75.714287,76.178574,196760200
10-12-2012,75,76.93,74.511429,75.688568,157621100
11-12-2012,77.110001,78.508568,76.767143,77.341431,148086400
12-12-2012,78.252853,78.285713,76.610001,77,121786000
13-12-2012,75.878571,76.805717,75.114288,75.669998,156314900
14-12-2012,73.535713,74.01857,72.225716,72.827141,252394800
17-12-2012,72.704285,74.285713,71.604286,74.118568,189401800
18-12-2012,75,76.414284,74.321426,76.271431,156421300
19-12-2012,75.924286,76.242859,75.071426,75.187141,112342300
20-12-2012,75.714287,75.742859,74.125717,74.53286,120422400
21-12-2012,73.209999,74.238571,72.891426,74.190002,149067100
24-12-2012,74.335716,74.89286,74.101425,74.309998,43938300
26-12-2012,74.14286,74.208572,73.017143,73.285713,75609100
27-12-2012,73.362854,73.75,72.094284,73.580002,113780100
28-12-2012,72.898575,73.497147,72.58857,72.798569,88569600
31-12-2012,72.932854,76.485718,72.714287,76.024284,164873100
02-01-2013,79.117142,79.285713,77.375717,78.432854,140129500
03-01-2013,78.26857,78.524284,77.285713,77.442856,88241300
04-01-2013,76.709999,76.947144,75.118568,75.285713,148583400
07-01-2013,74.571426,75.614288,73.599998,74.842857,121039100
08-01-2013,75.601425,75.984283,74.464287,75.044289,114676800
09-01-2013,74.64286,75.001427,73.71286,73.871429,101901100
10-01-2013,75.507141,75.531425,73.645714,74.78714,150286500
11-01-2013,74.428574,75.045715,74.145714,74.328575,87626700
14-01-2013,71.811432,72.5,71.215714,71.678574,183551900
15-01-2013,71.185715,71.284286,69.054283,69.417145,219193100
16-01-2013,70.662857,72.777145,70.35714,72.298569,172701200
17-01-2013,72.901428,72.964287,71.718575,71.811432,113419600
18-01-2013,71.21714,71.745712,70.914284,71.428574,118230700
22-01-2013,72.080002,72.554283,70.947144,72.110001,115386600
23-01-2013,72.687141,73.57,72.110001,73.43,215377400
24-01-2013,65.714287,66.53286,64.321426,64.35714,365213100
25-01-2013,64.527145,65.175713,62.142857,62.84,302006600
28-01-2013,62.547142,64.744286,62.265713,64.261429,196379400
29-01-2013,65.5,65.742859,64.58857,65.46714,142789500
30-01-2013,65.285713,66.085716,64.928574,65.261429,104288800
31-01-2013,65.28286,65.611427,64.997147,65.07,79833600
01-02-2013,65.587143,65.639999,64.050003,64.802856,134871100
04-02-2013,64.844284,65.134285,63.142857,63.188572,119279300
05-02-2013,63.435715,65.677139,63.174286,65.405716,143336900
06-02-2013,65.209999,66.64286,64.654289,65.335716,148426600
07-02-2013,66.178574,67.14286,64.874283,66.888573,176145200
08-02-2013,67.714287,68.401428,66.89286,67.854286,158289600
11-02-2013,68.071426,69.277145,67.60714,68.561432,129372600
12-02-2013,68.501427,68.91143,66.82,66.842857,152263300
13-02-2013,66.744286,67.662857,66.174286,66.715714,118801900
14-02-2013,66.360001,67.377144,66.288574,66.655716,88818800
15-02-2013,66.978569,67.165718,65.702858,65.737144,97936300
19-02-2013,65.871429,66.104286,64.835716,65.71286,108945900
20-02-2013,65.384285,65.384285,64.114288,64.121429,119075600
21-02-2013,63.714287,64.167145,63.259998,63.722858,111795600
22-02-2013,64.178574,64.514282,63.799999,64.401428,82663700
25-02-2013,64.835716,65.017143,63.224285,63.257141,93144800
26-02-2013,63.402859,64.505714,62.522858,64.138573,125374900
27-02-2013,64.061432,64.634285,62.950001,63.509998,146837600
28-02-2013,63.435715,63.98143,63.057144,63.057144,80628800
01-03-2013,62.57143,62.597141,61.425713,61.495716,138112100
04-03-2013,61.114285,61.171429,59.857143,60.007141,145688900
05-03-2013,60.21143,62.169998,60.107143,61.591427,159608400
06-03-2013,62.072857,62.17857,60.632858,60.808571,115062500
07-03-2013,60.642857,61.715714,60.151428,61.511429,117118400
08-03-2013,61.400002,62.204285,61.23,61.674286,97870500
11-03-2013,61.392857,62.715714,60.734287,62.552856,118559000
12-03-2013,62.228573,62.697144,61.081429,61.204285,116477900
13-03-2013,61.207142,62.07143,60.765713,61.192856,101387300
14-03-2013,61.832859,62.091427,61.492859,61.785713,75968900
15-03-2013,62.561428,63.46143,62.464287,63.380001,160990200
18-03-2013,63.064285,65.351425,63.028572,65.102859,151549300
19-03-2013,65.64286,65.852859,64.071426,64.927139,131693800
20-03-2013,65.345711,65.375717,64.227142,64.582855,77165200
21-03-2013,64.317146,65.425713,64.300003,64.675713,95813900
22-03-2013,64.940002,66.014282,64.730003,65.987144,98776300
25-03-2013,66.384285,67.135712,65.968575,66.225716,125283900
26-03-2013,66.491432,66.548569,65.790001,65.877144,73573500
27-03-2013,65.208572,65.257141,64.389999,64.582855,82809300
28-03-2013,64.260002,64.545715,63.08857,63.237144,110709900
01-04-2013,63.128571,63.385715,61.105713,61.272858,97433000
02-04-2013,61.085712,62.591427,60.914288,61.398571,132379800
03-04-2013,61.624287,62.468571,61.472858,61.712856,90804000
04-04-2013,61.965714,62.142857,60.75,61.102856,89611900
05-04-2013,60.642857,60.707142,59.954285,60.457142,95923800
08-04-2013,60.692856,61.07143,60.355713,60.887142,75207300
09-04-2013,60.908573,61.214287,60.392857,60.997143,76653500
10-04-2013,61.157143,62.437141,60.85857,62.241428,93982000
11-04-2013,61.959999,62.57,61.599998,62.047142,82091100
12-04-2013,62.021427,62.021427,61.298573,61.400002,59653300
15-04-2013,61,61.127144,59.935715,59.978573,79380000
16-04-2013,60.224285,60.944286,60.081429,60.89143,76442800
17-04-2013,60.03857,60.085712,56.872856,57.542858,236264000
18-04-2013,57.855713,57.970001,55.677143,56.007141,166574800
19-04-2013,55.424286,57.085712,55.014286,55.790001,152318600
22-04-2013,56.091427,57.457142,55.895714,56.952858,107480100
23-04-2013,57.712856,58.34,56.972858,58.01857,166059600
24-04-2013,56.220001,59.32143,56.07143,57.922855,242412800
25-04-2013,58.747143,59.134285,58.142857,58.34,96209400
26-04-2013,58.544285,59.824287,58.32143,59.599998,191024400
29-04-2013,60.064285,61.945713,60,61.445713,160081600
30-04-2013,62.157143,63.607143,61.724285,63.254284,172884600
01-05-2013,63.494286,63.561428,62.055714,62.755714,126727300
02-05-2013,63.111427,64.084282,62.947144,63.645714,105457100
03-05-2013,64.472855,64.747147,64.164284,64.28286,90325200
06-05-2013,65.101425,66.028572,64.901428,65.815712,124160400
07-05-2013,66.424286,66.535713,64.814285,65.522858,120938300
08-05-2013,65.577141,66.48143,65.115715,66.262856,118149500
09-05-2013,65.687141,66.14286,65.082855,65.252853,99621900
10-05-2013,65.424286,65.672859,64.354286,64.709999,83713000
13-05-2013,64.501427,65.414284,64.5,64.96286,79237200
14-05-2013,64.835716,65.028572,63.164288,63.408573,111779500
15-05-2013,62.737144,63,60.337143,61.264286,185403400
16-05-2013,60.462856,62.549999,59.842857,62.082859,150801000
17-05-2013,62.721428,62.869999,61.572857,61.894287,106976100
20-05-2013,61.701427,63.685715,61.442856,63.275715,112894600
21-05-2013,62.592857,63.639999,62.028572,62.808571,114005500
22-05-2013,63.435715,64.050003,62.602856,63.049999,110759600
23-05-2013,62.278572,63.737144,62.255714,63.162857,88255300
24-05-2013,62.978573,63.665714,62.908573,63.592857,69041700
28-05-2013,64.271431,64.444283,62.978573,63.062859,96536300
29-05-2013,62.857143,63.92857,62.771427,63.564285,82644100
30-05-2013,63.664288,64.928574,63.501427,64.511429,88379900
31-05-2013,64.64286,65.300003,64.214287,64.247147,96075700
03-06-2013,64.389999,64.622856,63.21143,64.388573,93088100
04-06-2013,64.745712,64.918571,63.912857,64.187141,73182200
05-06-2013,63.664288,64.388573,63.387142,63.587143,72647400
06-06-2013,63.638573,63.857143,62.007141,62.637142,104233500
07-06-2013,62.357143,63.32,61.824287,63.115715,101133900
10-06-2013,63.532856,64.154289,62.400002,62.69857,112538300
11-06-2013,62.248573,63.251427,61.902859,62.514286,71528100
12-06-2013,62.785713,63.035713,61.642857,61.741428,66306800
13-06-2013,61.785713,62.44857,61.25,62.279999,71458100
14-06-2013,62.200001,62.327145,61.214287,61.435715,67966500
17-06-2013,61.634285,62.242859,61.48,61.714287,64853600
18-06-2013,61.651428,62.128571,61.458572,61.681427,48756400
19-06-2013,61.628571,61.665714,60.42857,60.42857,77735000
20-06-2013,59.900002,60.854286,59.310001,59.548573,89327700
21-06-2013,59.784286,60,58.299999,59.07143,120279600
24-06-2013,58.200001,58.380001,56.864285,57.505714,120186500
25-06-2013,57.957142,58.255714,56.975716,57.51857,78540700
26-06-2013,57.700001,57.827145,56.522858,56.867142,91931000
27-06-2013,57.035713,57.341427,56.220001,56.254284,84311500
28-06-2013,55.908573,57.181427,55.552856,56.647144,144629100
01-07-2013,57.527142,58.895714,57.317142,58.459999,97763400
02-07-2013,58.565716,60.232857,58.495716,59.784286,117466300
03-07-2013,60.122856,60.425713,59.635715,60.114285,60232200
05-07-2013,60.055714,60.470001,59.335712,59.631428,68506200
08-07-2013,60.015713,60.142857,58.664288,59.292858,74534600
09-07-2013,59.085712,60.5,58.625713,60.335712,88146100
10-07-2013,59.942856,60.685715,59.75,60.104286,70351400
11-07-2013,60.421429,61.17857,60.167141,61.041428,81573100
12-07-2013,61.092857,61.398571,60.487144,60.93,69890800
15-07-2013,60.715714,61.637142,60.685715,61.062859,60479300
16-07-2013,60.931427,61.529999,60.595715,61.457142,54134500
17-07-2013,61.385715,61.745716,61.174286,61.472858,49747600
18-07-2013,61.91143,62.124287,61.515713,61.68,54719700
19-07-2013,61.871429,61.997143,60.621429,60.707142,67180400
22-07-2013,61.351429,61.392857,60.781429,60.901428,51949100
23-07-2013,60.857143,60.994286,59.815716,59.855713,92348900
24-07-2013,62.704285,63.512856,62.18,62.93,147984200
25-07-2013,62.957142,63.057144,62.258572,62.642857,57373400
26-07-2013,62.185715,63.005714,62.048573,62.998573,50038100
29-07-2013,62.971428,64.284286,62.885715,63.970001,62014400
30-07-2013,64.279999,65.307144,64.175713,64.760002,77355600
31-07-2013,64.998573,65.334282,64.204285,64.647141,80739400
01-08-2013,65.10714,65.257141,64.751427,65.239998,51562700
02-08-2013,65.43,66.121429,65.237144,66.077141,68695900
05-08-2013,66.384285,67.238571,66.021431,67.064285,79713900
06-08-2013,66.860001,67.412857,66.024284,66.464287,83714400
07-08-2013,66.257141,66.714287,65.96714,66.425713,74714500
08-08-2013,66.265717,66.300003,65.421425,65.858574,63944300
09-08-2013,65.519997,65.779999,64.807144,64.921425,66716300
12-08-2013,65.265717,66.949997,65.232857,66.765717,91108500
13-08-2013,67.277145,70.665718,66.864288,69.938568,220485300
14-08-2013,71.125717,72.035713,70.485718,71.214287,189093100
15-08-2013,70.917145,71.771431,69.868568,71.129997,122573500
16-08-2013,71.449997,71.848572,71.265717,71.761429,90576500
19-08-2013,72.048569,73.391426,72,72.534286,127629600
20-08-2013,72.815712,72.938568,71.545715,71.581429,89672100
21-08-2013,71.941429,72.449997,71.599998,71.765717,83969900
22-08-2013,72.139999,72.227142,71.171425,71.851425,61051900
23-08-2013,71.895714,71.907143,71.335716,71.574287,55682900
26-08-2013,71.535713,72.885712,71.5,71.852859,82741400
27-08-2013,71.14286,71.78714,69.471428,69.798569,106047200
28-08-2013,69.428574,70.828575,69.428574,70.128571,76902000
29-08-2013,70.235718,70.928574,70.16143,70.242859,59914400
30-08-2013,70.285713,70.421425,69.5,69.602859,68074300
03-09-2013,70.442856,71.514282,69.621429,69.797142,82982200
04-09-2013,71.365715,71.748573,70.897141,71.241432,86258200
05-09-2013,71.464287,71.525711,70.519997,70.752853,59091900
06-09-2013,71.205711,71.339996,69.992859,71.174286,89881400
09-09-2013,72.14286,72.559998,71.925713,72.309998,85171800
10-09-2013,72.314285,72.492859,69.928574,70.662857,185798900
11-09-2013,66.715714,67.669998,66.401428,66.815712,224674100
12-09-2013,66.928574,67.914284,66.572861,67.527145,101012800
13-09-2013,67.048569,67.404289,66.385712,66.414284,74708900
16-09-2013,65.85714,65.944283,63.888573,64.302856,135926700
17-09-2013,63.994286,65.672859,63.92857,65.045715,99845200
18-09-2013,66.168571,66.621429,65.808571,66.382858,114215500
19-09-2013,67.242859,67.975716,67.035713,67.471428,101135300
20-09-2013,68.285713,68.364288,66.571426,66.772858,174825700
23-09-2013,70.871429,70.987144,68.942856,70.091431,190526700
24-09-2013,70.697144,70.781425,69.688568,69.871429,91086100
25-09-2013,69.885712,69.94857,68.775711,68.790001,79239300
26-09-2013,69.428574,69.794289,69.128571,69.459999,59305400
27-09-2013,69.111427,69.238571,68.674286,68.964287,57010100
30-09-2013,68.178574,68.808571,67.772858,68.10714,65039100
01-10-2013,68.349998,69.877144,68.339996,69.708572,88470900
02-10-2013,69.375717,70.257141,69.10714,69.937141,72296000
03-10-2013,70.072861,70.335716,68.677139,69.058571,80688300
04-10-2013,69.122856,69.228569,68.371429,69.004288,64717100
07-10-2013,69.508568,70.378571,69.335716,69.678574,78073100
08-10-2013,69.991432,70.091431,68.648575,68.705711,72729300
09-10-2013,69.234283,69.684288,68.325714,69.512856,75431300
10-10-2013,70.188568,70.339996,69.577141,69.94857,69650700
11-10-2013,69.57,70.548569,69.308571,70.401428,66934700
14-10-2013,69.975716,71.082855,69.907143,70.862854,65474500
15-10-2013,71.072861,71.714287,70.788574,71.239998,80018400
16-10-2013,71.541428,71.790001,71.318573,71.587143,62775300
17-10-2013,71.425713,72.111427,71.382858,72.071426,63398300
18-10-2013,72.284286,72.751427,72.244286,72.69857,72635500
21-10-2013,73.110001,74.900002,73.074287,74.480003,99526700
